city 1; city 2; d
Berlin;Zossen;37
Bernburg;Dessau-Roßlau;40
Bernburg;Gommern;40
Bernburg;Hettstedt;29
Bernburg;Köthen;17
Bernburg;Schönebeck;33
Bernburg;Staßfurt;17
Bernburg;Zerbst;37
Bestensee;Blankenfelde;24
Bestensee;Eichwalde;17
Bestensee;Erkner;25
Bestensee;Fürstenwalde;41
Bestensee;Großbeeren;29
Bestensee;Grünheide;31
Bestensee;Hoppegarten;40
Bestensee;Königs Wusterhausen;7
Bestensee;Ludwigsfelde;35
Bestensee;Mittenwalde;8
Bestensee;Rangsdorf;17
Bestensee;Schulzendorf;21
Bestensee;Schönefeld;23
Bestensee;Stahnsdorf;44
Bestensee;Teltow;36
Bestensee;Trebbin;35
Bestensee;Wildau;10
Bestensee;Woltersdorf;30
Bestensee;Zeuthen;17
Bestensee;Zossen;16
Betzdorf;Dillenburg;42
Betzdorf;Gummersbach;48
Betzdorf;Haiger;34
Betzdorf;Herborn;44
Betzdorf;Kreuztal;31
Betzdorf;Siegen;20
Betzdorf;Wiehl;41
Beverstedt;Brake;32
Beverstedt;Bremerhaven;24
Beverstedt;Bremervörde;27
Beverstedt;Hagen im Bremischen;15
Beverstedt;Langen;29
Beverstedt;Loxstedt;13
Beverstedt;Nordenham;40
Beverstedt;Osterholz-Scharmbeck;27
Beverstedt;Ritterhude;32
Beverstedt;Schiffdorf;18
Beverstedt;Schwanewede;33
Beverstedt;Zeven;40
Bexbach;Blieskastel;21
Bexbach;Eppelborn;30
Bexbach;Freisen;29
Bexbach;Friedrichsthal;15
Bexbach;Gersheim;34
Bexbach;Großrosseln;45
Bexbach;Heusweiler;31
Bexbach;Homburg;7
Bexbach;Illingen;18
Bexbach;Kirkel;10
Bexbach;Kleinblittersdorf;36
Bexbach;Lebach;37
Bexbach;Marpingen;26
Bexbach;Merchweiler;16
Bexbach;Nalbach;46
Bexbach;Namborn;30
Bexbach;Neunkirchen;7
Bexbach;Nohfelden;37
Bexbach;Oberthal;29
Bexbach;Ottweiler;10
Bexbach;Pirmasens;43
Bexbach;Püttlingen;39
Bexbach;Quierschied;20
Bexbach;Riegelsberg;33
Bexbach;Saarbrücken;33
Bexbach;Saarwellingen;42
Bexbach;Sankt Ingbert;13
Bexbach;Sankt Wendel;21
Bexbach;Schiffweiler;13
Bexbach;Schmelz;44
Bexbach;Schwalbach;41
Bexbach;Spiesen-Elversberg;11
Bexbach;Sulzbach;21
Bexbach;Tholey;32
Bexbach;Völklingen;43
Bexbach;Wadern;50
Bexbach;Zweibrücken;20
Biberach;Ehingen an der Donau;23
Biberach;Illertissen;31
Biberach;Laupheim;18
Biberach;Memmingen;37
Biberach;Senden;41
Biberach;Weingarten;41
Bieber;Biedenkopf;44
Bieber;Braunfels;21
Bieber;Butzbach;26
Bieber;Dautphe;38
Bieber;Dillenburg;38
Bieber;Gießen;8
Bieber;Gladenbach;26
Bieber;Grünberg;36
Bieber;Haiger;43
Bieber;Herborn;31
Bieber;Hungen;31
Bieber;Kirchhain;44
Bieber;Langgöns;17
Bieber;Lich;22
Bieber;Lollar;16
Bieber;Marburg;37
Bieber;Neu-Anspach;47
Bieber;Reiskirchen;21
Bieber;Rosbach vor der Höhe;50
Bieber;Usingen;43
Bieber;Weilburg;35
Bieber;Wetzlar;9
Biedenkopf;Dautphe;7
Biedenkopf;Dillenburg;34
Biedenkopf;Frankenberg;32
Biedenkopf;Gladenbach;19
Biedenkopf;Haiger;38
Biedenkopf;Herborn;41
Biedenkopf;Kirchhain;38
Biedenkopf;Lollar;40
Biedenkopf;Marburg;26
Bielefeld;Bissendorf;42
Bielefeld;Bünde;26
Bielefeld;Delbrück;36
Bielefeld;Detmold;29
Bielefeld;Gütersloh;18
Bielefeld;Harsewinkel;26
Bielefeld;Herford;18
Bielefeld;Hilter;36
Bielefeld;Lage;21
Bielefeld;Lemgo;29
Bielefeld;Löhne;27
Bielefeld;Lübbecke;38
Bielefeld;Melle;28
Bielefeld;Oelde;38
Bielefeld;Porta Westfalica;41
Bielefeld;Rheda-Wiedenbrück;28
Bielefeld;Rietberg;36
Bielefeld;Schloß Holte-Stukenbrock;20
Bielefeld;Verl;21
Biesenthal;Birkenwerder;36
Biesenthal;Eberswalde;17
Biesenthal;Hennigsdorf;42
Biesenthal;Hohen Neuendorf;34
Biesenthal;Hoppegarten;36
Biesenthal;Leegebruch;35
Biesenthal;Oranienburg;29
Biesenthal;Rehfelde;41
Biesenthal;Schildow;30
Biesenthal;Strausberg;33
Biesenthal;Velten;39
Biesenthal;Wandlitz;15
Biesenthal;Werneuchen;19
Biesenthal;Wriezen;39
Biesenthal;Zehdenick;40
Bietigheim-Bissingen;Brackenheim;16
Bietigheim-Bissingen;Bretten;39
Bietigheim-Bissingen;Böblingen;41
Bietigheim-Bissingen;Ditzingen;21
Bietigheim-Bissingen;Eppingen;32
Bietigheim-Bissingen;Esslingen;36
Bietigheim-Bissingen;Fellbach;25
Bietigheim-Bissingen;Filderstadt;47
Bietigheim-Bissingen;Freiberg am Neckar;8
Bietigheim-Bissingen;Gerlingen;22
Bietigheim-Bissingen;Heilbronn;27
Bietigheim-Bissingen;Korntal-Münchingen;19
Bietigheim-Bissingen;Kornwestheim;14
Bietigheim-Bissingen;Leinfelden-Echterdingen;43
Bietigheim-Bissingen;Leonberg;25
Bietigheim-Bissingen;Ludwigsburg;10
Bietigheim-Bissingen;Marbach am Neckar;13
Bietigheim-Bissingen;Mühlacker;24
Bietigheim-Bissingen;Neckarsulm;32
Bietigheim-Bissingen;Ostfildern;36
Bietigheim-Bissingen;Pforzheim;37
Bietigheim-Bissingen;Renningen;33
Bietigheim-Bissingen;Schorndorf;42
Bietigheim-Bissingen;Sindelfingen;37
Bietigheim-Bissingen;Stuttgart;26
Bietigheim-Bissingen;Vaihingen an der Enz;16
Bietigheim-Bissingen;Waiblingen;24
Bietigheim-Bissingen;Weil der Stadt;39
Bietigheim-Bissingen;Winnenden;26
Bingen am Rhein;Bischofsheim;40
Bingen am Rhein;Geisenheim;7
Bingen am Rhein;Ginsheim-Gustavsburg;37
Bingen am Rhein;Hochheim am Main;41
Bingen am Rhein;Ingelheim;12
Bingen am Rhein;Mainz;34
Bingen am Rhein;Nieder-Olm;27
Bingen am Rhein;Oestrich-Winkel;11
Bingen am Rhein;Taunusstein;43
Bingen am Rhein;Wiesbaden;34
Birkenwerder;Brieselang;37
Birkenwerder;Dallgow-Döberitz;34
Birkenwerder;Fahrland;52
Birkenwerder;Falkensee;27
Birkenwerder;Hennigsdorf;9
Birkenwerder;Hohen Neuendorf;2
Birkenwerder;Hoppegarten;42
Birkenwerder;Kremmen;22
Birkenwerder;Leegebruch;13
Birkenwerder;Löwenberg;27
Birkenwerder;Nauen;39
Birkenwerder;Oranienburg;8
Birkenwerder;Schildow;10
Birkenwerder;Schönwalde-Siedlung;27
Birkenwerder;Stahnsdorf;40
Birkenwerder;Teltow;34
Birkenwerder;Velten;10
Birkenwerder;Wandlitz;16
Birkenwerder;Werneuchen;38
Birkenwerder;Wustermark;39
Birkenwerder;Zehdenick;42
Bischofsheim;Büttelborn;15
Bischofsheim;Darmstadt;31
Bischofsheim;Dietzenbach;42
Bischofsheim;Dreieich;30
Bischofsheim;Egelsbach;28
Bischofsheim;Eppstein;24
Bischofsheim;Eschborn;30
Bischofsheim;Flörsheim;9
Bischofsheim;Frankfurt;34
Bischofsheim;Geisenheim;36
Bischofsheim;Gernsheim;32
Bischofsheim;Ginsheim-Gustavsburg;3
Bischofsheim;Griesheim;22
Bischofsheim;Groß-Gerau;12
Bischofsheim;Hattersheim;18
Bischofsheim;Heusenstamm;41
Bischofsheim;Hochheim am Main;5
Bischofsheim;Hofheim;18
Bischofsheim;Idstein;34
Bischofsheim;Ingelheim;26
Bischofsheim;Kelkheim (Taunus);26
Bischofsheim;Kelsterbach;17
Bischofsheim;Kriftel;19
Bischofsheim;Kronberg;33
Bischofsheim;Königstein im Taunus;32
Bischofsheim;Mainz;9
Bischofsheim;Mörfelden-Walldorf;22
Bischofsheim;Nauheim;9
Bischofsheim;Neu Isenburg;33
Bischofsheim;Nieder-Olm;20
Bischofsheim;Niedernhausen;26
Bischofsheim;Ober-Ramstadt;40
Bischofsheim;Oberursel;39
Bischofsheim;Oestrich-Winkel;33
Bischofsheim;Pfungstadt;36
Bischofsheim;Raunheim;11
Bischofsheim;Roßdorf;38
Bischofsheim;Rüsselsheim;4
Bischofsheim;Seeheim-Jugenheim;39
Bischofsheim;Steinbach am Taunus;33
Bischofsheim;Taunusstein;26
Bischofsheim;Trebur;9
Bischofsheim;Weiterstadt;25
Bischofsheim;Wiesbaden;15
Bischofswerda;Dresden;35
Bischofswerda;Heidenau;36
Bischofswerda;Hoyerswerda;41
Bischofswerda;Kamenz;19
Bischofswerda;Löbau;39
Bischofswerda;Neustadt;13
Bischofswerda;Pirna;30
Bischofswerda;Radeberg;21
Bissendorf;Bohmte;21
Bissendorf;Bramsche;26
Bissendorf;Bünde;33
Bissendorf;Damme;40
Bissendorf;Georgsmarienhütte;14
Bissendorf;Harsewinkel;38
Bissendorf;Hasbergen;21
Bissendorf;Hilter;15
Bissendorf;Ibbenbüren;34
Bissendorf;Lübbecke;45
Bissendorf;Melle;15
Bissendorf;Osnabrück;11
Bissendorf;Wallenhorst;19
Bissendorf;Warendorf;42
Bitburg;Konz;36
Bitburg;Trier;28
Bitburg;Wittlich;36
Bitterfeld;Coswig;41
Bitterfeld;Delitzsch;14
Bitterfeld;Dessau-Roßlau;28
Bitterfeld;Eilenburg;38
Bitterfeld;Gräfenhainichen;20
Bitterfeld;Halle;32
Bitterfeld;Halle-Neustadt;35
Bitterfeld;Köthen;39
Bitterfeld;Landsberg;17
Bitterfeld;Leipzig;35
Bitterfeld;Schkeuditz;34
Bitterfeld;Taucha;40
Blankenburg;Ellrich;42
Blankenburg;Halberstadt;16
Blankenburg;Nordhausen;44
Blankenburg;Oschersleben;38
Blankenburg;Osterwieck;33
Blankenburg;Quedlinburg;15
Blankenburg;Thale;9
Blankenburg;Wernigerode;16
Blankenfelde;Dallgow-Döberitz;40
Blankenfelde;Eichwalde;23
Blankenfelde;Erkner;34
Blankenfelde;Fahrland;37
Blankenfelde;Falkensee;38
Blankenfelde;Großbeeren;9
Blankenfelde;Grünheide;43
Blankenfelde;Hennigsdorf;42
Blankenfelde;Hoppegarten;32
Blankenfelde;Königs Wusterhausen;23
Blankenfelde;Luckenwalde;39
Blankenfelde;Ludwigsfelde;19
Blankenfelde;Michendorf;36
Blankenfelde;Mittenwalde;16
Blankenfelde;Potsdam;28
Blankenfelde;Rangsdorf;11
Blankenfelde;Schildow;36
Blankenfelde;Schulzendorf;21
Blankenfelde;Schönefeld;12
Blankenfelde;Stahnsdorf;16
Blankenfelde;Teltow;12
Blankenfelde;Trebbin;25
Blankenfelde;Wildau;23
Blankenfelde;Woltersdorf;34
Blankenfelde;Zeuthen;22
Blankenfelde;Zossen;19
Blankenhain;Buttstädt;35
Blankenhain;Erfurt;30
Blankenhain;Jena;23
Blankenhain;Kahla;22
Blankenhain;Königsee;43
Blankenhain;Pößneck;35
Blankenhain;Rudolstadt;21
Blankenhain;Saalfeld;32
Blankenhain;Stadtilm;26
Blankenhain;Stadtroda;36
Blankenhain;Unterwellenborn;34
Blankenhain;Weimar;17
Bleicherode;Dingelstädt;29
Bleicherode;Duderstadt;31
Bleicherode;Ellrich;28
Bleicherode;Greußen;44
Bleicherode;Heilbad Heiligenstadt;36
Bleicherode;Herzberg am Harz;43
Bleicherode;Leinefelde;20
Bleicherode;Mühlhausen;30
Bleicherode;Niederorschel;12
Bleicherode;Nordhausen;21
Bleicherode;Sondershausen;27
Blieskastel;Bous;41
Blieskastel;Eppelborn;38
Blieskastel;Friedrichsthal;21
Blieskastel;Gersheim;16
Blieskastel;Großrosseln;39
Blieskastel;Heusweiler;39
Blieskastel;Homburg;13
Blieskastel;Illingen;28
Blieskastel;Kirkel;7
Blieskastel;Kleinblittersdorf;24
Blieskastel;Lebach;44
Blieskastel;Marpingen;37
Blieskastel;Merchweiler;27
Blieskastel;Namborn;43
Blieskastel;Neunkirchen;18
Blieskastel;Oberthal;43
Blieskastel;Ottweiler;22
Blieskastel;Pirmasens;35
Blieskastel;Püttlingen;36
Blieskastel;Quierschied;25
Blieskastel;Riegelsberg;33
Blieskastel;Saarbrücken;22
Blieskastel;Saarwellingen;50
Blieskastel;Sankt Ingbert;17
Blieskastel;Sankt Wendel;35
Blieskastel;Schiffweiler;23
Blieskastel;Schwalbach;39
Blieskastel;Spiesen-Elversberg;18
Blieskastel;Sulzbach;23
Blieskastel;Tholey;50
Blieskastel;Völklingen;37
Blieskastel;Wadgassen;41
Blieskastel;Zweibrücken;12
Bobenheim-Roxheim;Böhl-Iggelheim;29
Bobenheim-Roxheim;Bürstadt;12
Bobenheim-Roxheim;Eppelheim;42
Bobenheim-Roxheim;Frankenthal;6
Bobenheim-Roxheim;Gernsheim;27
Bobenheim-Roxheim;Griesheim;46
Bobenheim-Roxheim;Grünstadt;18
Bobenheim-Roxheim;Haßloch;33
Bobenheim-Roxheim;Heidelberg;40
Bobenheim-Roxheim;Heppenheim;27
Bobenheim-Roxheim;Hockenheim;42
Bobenheim-Roxheim;Lampertheim;14
Bobenheim-Roxheim;Limburgerhof;21
Bobenheim-Roxheim;Lorsch;21
Bobenheim-Roxheim;Ludwigshafen;15
Bobenheim-Roxheim;Mannheim;17
Bobenheim-Roxheim;Mutterstadt;17
Bobenheim-Roxheim;Mörlenbach;40
Bobenheim-Roxheim;Pfungstadt;39
Bobenheim-Roxheim;Sandhausen;47
Bobenheim-Roxheim;Schifferstadt;25
Bobenheim-Roxheim;Schriesheim;30
Bobenheim-Roxheim;Schwetzingen;39
Bobenheim-Roxheim;Seeheim-Jugenheim;38
Bobenheim-Roxheim;Speyer;33
Bobenheim-Roxheim;Viernheim;27
Bobenheim-Roxheim;Wald-Michelbach;49
Bobenheim-Roxheim;Weinheim;32
Bobenheim-Roxheim;Worms;6
Bobingen;Friedberg;21
Bobingen;Fürstenfeldbruck;41
Bobingen;Gersthofen;20
Bobingen;Königsbrunn;7
Bobingen;Neusäß;18
Bocholt;Borken;20
Bocholt;Dinslaken;40
Bocholt;Dorsten;36
Bocholt;Hamminkeln;13
Bocholt;Kleve;42
Bocholt;Rheinberg;39
Bocholt;Voerde;37
Bocholt;Wesel;22
Bochum;Bottrop;26
Bochum;Castrop-Rauxel;13
Bochum;Datteln;28
Bochum;Dinslaken;44
Bochum;Dorsten;32
Bochum;Dortmund;21
Bochum;Duisburg;36
Bochum;Ennepetal;31
Bochum;Essen;15
Bochum;Gelsenkirchen;11
Bochum;Gevelsberg;27
Bochum;Gladbeck;26
Bochum;Hagen;27
Bochum;Hattingen;11
Bochum;Heiligenhaus;33
Bochum;Herne;8
Bochum;Herten;17
Bochum;Iserlohn;42
Bochum;Kamen;41
Bochum;Lünen;33
Bochum;Marl;24
Bochum;Mettmann;48
Bochum;Mülheim;26
Bochum;Oberhausen;29
Bochum;Oer-Erkenschwick;22
Bochum;Ratingen;38
Bochum;Recklinghausen;14
Bochum;Remscheid;43
Bochum;Schwelm;30
Bochum;Schwerte;31
Bochum;Selm;35
Bochum;Unna;37
Bochum;Velbert;27
Bochum;Waltrop;23
Bochum;Werne an der Lippe;44
Bochum;Wetter (Ruhr);19
Bochum;Witten;12
Bochum;Wuppertal;33
Bohmte;Bramsche;27
Bohmte;Bünde;35
Bohmte;Damme;21
Bohmte;Diepholz;30
Bohmte;Georgsmarienhütte;31
Bohmte;Hasbergen;35
Bohmte;Hilter;38
Bohmte;Lohne;38
Bohmte;Löhne;45
Bohmte;Lübbecke;27
Bohmte;Melle;24
Bohmte;Osnabrück;22
Bohmte;Steinfeld;30
Bohmte;Wallenhorst;23
Boizenburg;Büchen;20
Boizenburg;Geesthacht;28
Boizenburg;Hagenow;37
Boizenburg;Lauenburg;12
Boizenburg;Lüneburg;33
Boizenburg;Mölln;38
Boizenburg;Reinbek;43
Boizenburg;Schwarzenbek;30
Boizenburg;Trittau;47
Boizenburg;Wentorf bei Hamburg;40
Boizenburg;Winsen;43
Bonn;Bornheim;11
Bonn;Brühl;22
Bonn;Cologne;29
Bonn;Erftstadt;35
Bonn;Euskirchen;29
Bonn;Frechen;37
Bonn;Hennef;19
Bonn;Hürth;29
Bonn;Kerpen;44
Bonn;Königswinter;14
Bonn;Leverkusen;42
Bonn;Lohmar;18
Bonn;Niederkassel;14
Bonn;Overath;36
Bonn;Remagen;21
Bonn;Rheinbach;21
Bonn;Rösrath;28
Bonn;Sankt Augustin;9
Bonn;Siegburg;13
Bonn;Sinzig;26
Bonn;Troisdorf;15
Bonn;Wesseling;16
Boostedt;Bordesholm;21
Boostedt;Ellerau;38
Boostedt;Flintbek;36
Boostedt;Henstedt-Ulzburg;32
Boostedt;Hohenlockstedt;36
Boostedt;Hohenwestedt;30
Boostedt;Horst;40
Boostedt;Itzehoe;44
Boostedt;Kaltenkirchen;23
Boostedt;Kellinghusen;28
Boostedt;Molfsee;37
Boostedt;Neumünster;8
Boostedt;Norderstedt;44
Boostedt;Nortorf;24
Boostedt;Plön;38
Boostedt;Preetz;40
Boostedt;Quickborn;36
Boostedt;Tangstedt;38
Boostedt;Trappenkamp;16
Boostedt;Wahlstedt;17
Boppard;Diez;54
Boppard;Koblenz;21
Boppard;Lahnstein;16
Boppard;Mayen;43
Boppard;Montabaur;41
Boppard;Mülheim-Kärlich;31
Boppard;Neuwied;37
Bordesholm;Büdelsdorf;34
Bordesholm;Eckernförde;47
Bordesholm;Flintbek;9
Bordesholm;Fockbek;37
Bordesholm;Gettorf;29
Bordesholm;Heikendorf;28
Bordesholm;Hohenwestedt;31
Bordesholm;Kellinghusen;42
Bordesholm;Kiel;21
Bordesholm;Kronshagen;21
Bordesholm;Laboe;35
Bordesholm;Malente;42
Bordesholm;Molfsee;10
Bordesholm;Neumünster;14
Bordesholm;Nortorf;12
Bordesholm;Osterrönfeld;30
Bordesholm;Plön;31
Bordesholm;Preetz;25
Bordesholm;Rendsburg;32
Bordesholm;Schönberg in Holstein;37
Bordesholm;Schönkirchen;25
Bordesholm;Trappenkamp;30
Bordesholm;Wahlstedt;42
Borken;Bottrop;40
Borken;Coesfeld;31
Borken;Dinslaken;39
Borken;Dorsten;24
Borken;Dülmen;32
Borken;Gladbeck;35
Borken;Hamminkeln;26
Borken;Herten;39
Borken;Marl;32
Borken;Oer-Erkenschwick;40
Borken;Recklinghausen;41
Borken;Voerde;37
Borken;Wesel;29
Borna;Burgstädt;42
Borna;Crimmitschau;42
Borna;Frohburg;9
Borna;Glauchau;41
Borna;Grimma;24
Borna;Leipzig;32
Borna;Limbach-Oberfrohna;40
Borna;Markkleeberg;26
Borna;Markranstädt;35
Borna;Meerane;37
Borna;Meuselwitz;23
Borna;Nobitz;21
Borna;Schmölln;32
Borna;Taucha;41
Borna;Wurzen;38
Borna;Zeitz;36
Bornheim;Brühl;14
Bornheim;Cologne;21
Bornheim;Erftstadt;24
Bornheim;Euskirchen;21
Bornheim;Frechen;29
Bornheim;Hennef;28
Bornheim;Hürth;21
Bornheim;Kerpen;33
Bornheim;Königswinter;21
Bornheim;Leverkusen;38
Bornheim;Lohmar;22
Bornheim;Mechernich;35
Bornheim;Niederkassel;12
Bornheim;Overath;40
Bornheim;Pulheim;36
Bornheim;Remagen;30
Bornheim;Rheinbach;18
Bornheim;Rösrath;32
Bornheim;Sankt Augustin;17
Bornheim;Siegburg;20
Bornheim;Sinzig;34
Bornheim;Troisdorf;19
Bornheim;Wesseling;8
Bottrop;Castrop-Rauxel;33
Bottrop;Datteln;36
Bottrop;Dinslaken;17
Bottrop;Dorsten;17
Bottrop;Duisburg;20
Bottrop;Düsseldorf;43
Bottrop;Erkrath;46
Bottrop;Essen;11
Bottrop;Gelsenkirchen;15
Bottrop;Gladbeck;6
Bottrop;Hamminkeln;40
Bottrop;Hattingen;27
Bottrop;Heiligenhaus;32
Bottrop;Herne;24
Bottrop;Herten;21
Bottrop;Kamp-Lintfort;33
Bottrop;Krefeld;40
Bottrop;Marl;26
Bottrop;Meerbusch;51
Bottrop;Mettmann;44
Bottrop;Moers;27
Bottrop;Mülheim;14
Bottrop;Oberhausen;5
Bottrop;Oer-Erkenschwick;32
Bottrop;Ratingen;35
Bottrop;Recklinghausen;19
Bottrop;Rheinberg;32
Bottrop;Velbert;29
Bottrop;Voerde;23
Bottrop;Waltrop;37
Bottrop;Wesel;33
Bottrop;Witten;41
Bottrop;Wuppertal;44
Bous;Dillingen;13
Bous;Ensdorf;5
Bous;Eppelborn;24
Bous;Friedrichsthal;30
Bous;Gersheim;44
Bous;Großrosseln;11
Bous;Heusweiler;16
Bous;Illingen;30
Bous;Kirkel;42
Bous;Kleinblittersdorf;29
Bous;Lebach;24
Bous;Marpingen;33
Bous;Merchweiler;28
Bous;Merzig;27
Bous;Mettlach;34
Bous;Nalbach;20
Bous;Neunkirchen;36
Bous;Ottweiler;38
Bous;Püttlingen;10
Bous;Quierschied;29
Bous;Rehlingen-Siersburg;17
Bous;Riegelsberg;16
Bous;Saarbrücken;20
Bous;Saarlouis;8
Bous;Saarwellingen;12
Bous;Sankt Ingbert;34
Bous;Schiffweiler;33
Bous;Schmelz;26
Bous;Schwalbach;3
Bous;Spiesen-Elversberg;33
Bous;Sulzbach;27
Bous;Tholey;37
Bous;Völklingen;5
Bous;Wadern;40
Bous;Wallerfangen;9
Bous;Weiskirchen;46
Bous;Überherrn;10
Bovenden;Duderstadt;31
Bovenden;Einbeck;31
Bovenden;Friedland;28
Bovenden;Göttingen;7
Bovenden;Hannoversch Münden;34
Bovenden;Heilbad Heiligenstadt;36
Bovenden;Herzberg am Harz;38
Bovenden;Northeim;16
Bovenden;Osterode;36
Bovenden;Rosdorf;12
Bovenden;Uslar;28
Bovenden;Witzenhausen;36
Brackenheim;Bretten;31
Brackenheim;Bruchsal;42
Brackenheim;Ditzingen;36
Brackenheim;Eppingen;17
Brackenheim;Fellbach;41
Brackenheim;Freiberg am Neckar;27
Brackenheim;Gerlingen;38
Brackenheim;Heilbronn;16
Brackenheim;Korntal-Münchingen;35
Brackenheim;Kornwestheim;30
Brackenheim;Leonberg;41
Brackenheim;Ludwigsburg;26
Brackenheim;Marbach am Neckar;29
Brackenheim;Mosbach;42
Brackenheim;Mühlacker;30
Brackenheim;Neckarsulm;20
Brackenheim;Pforzheim;42
Brackenheim;Sinsheim;28
Brackenheim;Stuttgart;42
Brackenheim;Vaihingen an der Enz;24
Brackenheim;Waiblingen;40
Brackenheim;Winnenden;41
Brackenheim;Öhringen;42
Brake;Bremen;50
Brake;Bremerhaven;40
Brake;Delmenhorst;42
Brake;Ganderkesee;39
Brake;Hagen im Bremischen;16
Brake;Hude;28
Brake;Langen;46
Brake;Loxstedt;29
Brake;Nordenham;23
Brake;Oldenburg;32
Brake;Osterholz-Scharmbeck;41
Brake;Rastede;27
Brake;Ritterhude;39
Brake;Schiffdorf;37
Brake;Schwanewede;29
Brake;Varel;32
Brake;Wiefelstede;34
Brake;Wilhelmshaven;54
Bramsche;Damme;22
Bramsche;Diepholz;48
Bramsche;Dinklage;39
Bramsche;Georgsmarienhütte;25
Bramsche;Hasbergen;28
Bramsche;Hilter;35
Bramsche;Ibbenbüren;34
Bramsche;Lohne;41
Bramsche;Melle;39
Bramsche;Osnabrück;15
Bramsche;Quakenbrück;36
Bramsche;Steinfeld;37
Bramsche;Wallenhorst;6
Brandenburg;Fahrland;42
Brandenburg;Genthin;28
Brandenburg;Groß Kreutz;20
Brandenburg;Nauen;37
Brandenburg;Premnitz;20
Brandenburg;Rathenow;29
Brandenburg;Wiesenburg;42
Brandenburg;Wustermark;38
Braunfels;Butzbach;27
Braunfels;Diez;39
Braunfels;Dillenburg;33
Braunfels;Friedrichsdorf;45
Braunfels;Gießen;25
Braunfels;Gladenbach;40
Braunfels;Hadamar;32
Braunfels;Haiger;38
Braunfels;Herborn;26
Braunfels;Idstein;45
Braunfels;Langgöns;24
Braunfels;Lich;39
Braunfels;Limburg;36
Braunfels;Lollar;35
Braunfels;Neu-Anspach;31
Braunfels;Reiskirchen;38
Braunfels;Rosbach vor der Höhe;45
Braunfels;Usingen;27
Braunfels;Weilburg;14
Braunfels;Wetzlar;12
Braunsbedra;Halle;29
Braunsbedra;Halle-Neustadt;26
Braunsbedra;Landsberg;41
Braunsbedra;Leipzig;48
Braunsbedra;Leuna;12
Braunsbedra;Markkleeberg;49
Braunsbedra;Markranstädt;33
Braunsbedra;Merseburg;12
Braunsbedra;Naumburg;18
Braunsbedra;Querfurt;30
Braunsbedra;Schkeuditz;32
Braunsbedra;Schkopau;18
Braunsbedra;Teutschenthal;29
Braunsbedra;Weißenfels;12
Braunsbedra;Zeitz;35
Braunschweig;Cremlingen;10
Braunschweig;Edemissen;25
Braunschweig;Gifhorn;27
Braunschweig;Helmstedt;40
Braunschweig;Ilsede;26
Braunschweig;Königslutter am Elm;23
Braunschweig;Lahstedt;25
Braunschweig;Lehre;13
Braunschweig;Lengede;19
Braunschweig;Peine;25
Braunschweig;Salzgitter;22
Braunschweig;Sassenburg;36
Braunschweig;Schöningen;37
Braunschweig;Uetze;35
Braunschweig;Vechelde;11
Braunschweig;Wendeburg;12
Braunschweig;Wolfenbüttel;12
Braunschweig;Wolfsburg;27
Bredstedt;Handewitt;34
Bredstedt;Harrislee;40
Bredstedt;Husum;19
Bredstedt;Leck;18
Bredstedt;Niebüll;24
Bredstedt;Tarp;35
Breisach am Rhein;Emmendingen;27
Breisach am Rhein;Freiburg im Breisgau;28
Breisach am Rhein;Müllheim;33
Breisach am Rhein;Waldkirch;38
Bremen;Delmenhorst;13
Bremen;Ganderkesee;20
Bremen;Hagen im Bremischen;39
Bremen;Hatten;38
Bremen;Hude;30
Bremen;Langwedel;29
Bremen;Osterholz-Scharmbeck;21
Bremen;Ottersberg;29
Bremen;Oyten;17
Bremen;Ritterhude;15
Bremen;Schwanewede;27
Bremen;Stuhr;9
Bremen;Syke;22
Bremen;Twistringen;38
Bremen;Weyhe;13
Bremen;Wildeshausen;35
Bremerhaven;Hagen im Bremischen;29
Bremerhaven;Langen;7
Bremerhaven;Loxstedt;13
Bremerhaven;Nordenham;13
Bremerhaven;Schiffdorf;7
Bremerhaven;Varel;51
Bremerhaven;Wilhelmshaven;74
Bremervörde;Drochtersen;39
Bremervörde;Harsefeld;30
Bremervörde;Loxstedt;40
Bremervörde;Schiffdorf;38
Bremervörde;Stade;29
Bremervörde;Zeven;25
Bretten;Bruchsal;16
Bretten;Eggenstein-Leopoldshafen;29
Bretten;Eppingen;21
Bretten;Ettlingen;33
Bretten;Germersheim;40
Bretten;Hockenheim;46
Bretten;Karlsruhe;27
Bretten;Leimen;47
Bretten;Leonberg;45
Bretten;Mühlacker;17
Bretten;Pforzheim;17
Bretten;Renningen;44
Bretten;Sandhausen;44
Bretten;Sinsheim;35
Bretten;Vaihingen an der Enz;25
Bretten;Waghäusel;35
Bretten;Walldorf;41
Bretten;Weil der Stadt;46
Bretten;Wiesloch;38
Bretten;Wörth am Rhein;41
Brieselang;Dallgow-Döberitz;12
Brieselang;Fahrland;20
Brieselang;Falkensee;10
Brieselang;Fehrbellin;40
Brieselang;Groß Kreutz;31
Brieselang;Großbeeren;46
Brieselang;Hennigsdorf;25
Brieselang;Hohen Neuendorf;39
Brieselang;Kremmen;28
Brieselang;Leegebruch;32
Brieselang;Michendorf;37
Brieselang;Nauen;10
Brieselang;Oranienburg;39
Brieselang;Potsdam;27
Brieselang;Schildow;48
Brieselang;Schönwalde-Siedlung;12
Brieselang;Stahnsdorf;40
Brieselang;Teltow;36
Brieselang;Velten;23
Brieselang;Wustermark;7
